RecordID,Code,Category,Description,Size,TotalInventory,Price,SalePrice,SaleEndDate,SnapshotDate,Availability,PricingTier
0,171911,STRAIGHT BOURBON WHISKEY,STONESTREET FOUNDERS EDITION BOURBON 750ML,750ML,0,66.99,,,46019,OutofStock,Premium ($50-$100)
1,246354,AMERICAN WHITE,DECOY FEATHERWEIGHT CHARDONNAY 750ML,750ML,0,19.99,,,46019,OutofStock,Budget (<$20)
2,72281,STRAIGHT RYE WHISKEY,ROSSVILLE UNION STRAIGHT RYE WHISKEY BARREL PROOF - 750ML,750ML,0,49.99,,,46019,OutofStock,Mid-Range ($20-$50)
3,171080,ITALIAN WHITE WINE,VILLARINI GRILLO 750ML,750ML,0,17.99,,,46019,OutofStock,Budget (<$20)
4,171381,TEQUILA,SIEMBRA ALTENO TEQUILA BLANCO 750ML,750ML,0,87.99,,,46019,OutofStock,Premium ($50-$100)
5,92377,TEQUILA FLAVORS,BLUE STAR BLANCO TEQUILA 750ML,750ML,0,34.99,,,46019,OutofStock,Mid-Range ($20-$50)
6,337217,AMERICAN RED,BELLE GLOSS LAS ALTURAS P/NOIR - 750ML,750ML,0,54.99,,,46019,OutofStock,Premium ($50-$100)
7,246443,TEQUILA,TEQUILA RIMARI BLANCO 750ML,750ML,0,46.99,,,46019,OutofStock,Mid-Range ($20-$50)
8,169796,DOMESTIC VODKA FLAVORS,WHIPSHOTS LIME INFUSED WHIPPED CREAM VODKA 200ML,200ML,0,13.99,,,46019,OutofStock,Budget (<$20)
9,92375,TEQUILA FLAVORS,BLUE STAR ANEJO TEQUILA 750ML,750ML,0,43.99,,,46019,OutofStock,Mid-Range ($20-$50)
10,91436,TEQUILA,MILAGRO ANEJO TEQUILA 375ML,375ML,0,21.99,,,46019,OutofStock,Mid-Range ($20-$50)
11,247293,SESSION RTD,BETTY BOOZE SPARK BOURBON W/ APPLE GINGER SOUR CHERRY 6/4PK - 355ML CN (4-Pack),4pk,0,12.99,,,46019,OutofStock,Budget (<$20)
12,247987,SPARKLING,CASTELLO DEL POGGIO PROSECCO - 750ML,750ML,0,12.99,,,46019,OutofStock,Budget (<$20)
13,345253,ARGENTINA,CATENA LUNLUNTA MALB - 750ML,750ML,0,27.99,,,46019,OutofStock,Mid-Range ($20-$50)
14,90937,TEQUILA,MAESTRO DOBEL DIAMANTE TEQUILA BARREL F1 750ML,750ML,0,47.99,,,46019,OutofStock,Mid-Range ($20-$50)
15,108995,AMERICAN WHITE,JUSTIN CHARDONNAY CENTRAL COAST - 750ML,750ML,0,19.99,,,46019,OutofStock,Budget (<$20)
16,82031,AMERICAN RED,CLOS DU BOIS CAB - 750ML,750ML,1080,11.99,,,46019,InStock,Budget (<$20)
17,246444,TEQUILA,TEQUILA RIMARI REPOSADO 750ML,750ML,0,56.99,,,46019,OutofStock,Premium ($50-$100)
18,246727,STRAIGHT BOURBON WHISKEY,FILIBUSTER CHARRED BARREL AGNI 750ML,750ML,0,72.99,,,46019,OutofStock,Premium ($50-$100)
19,166872,AMERICAN RED,BELLE GLOS PINOT NOIR DAIRYMAN VINEYARD 750ML,750ML,0,54.99,,,46019,OutofStock,Premium ($50-$100)
20,89071,BLENDED WHISKEY,FIREBALL WINDOW BOX CINNAMON WHISKY 4/12PK - 100ML (12-Pack),12pk,0,21.99,,,46019,OutofStock,Mid-Range ($20-$50)
21,189715,SPARKLING,BARON HERZOG CAL CHAMP - 750ML,750ML,0,12.99,,,46019,OutofStock,Budget (<$20)
22,171700,SESSION RTD,SEACRETS PEACH VODKA & SODA RTD 6/4PK 12OZ CAN - 12.0Z (4-Pack),4pk,0,17.99,,,46019,OutofStock,Budget (<$20)
23,69456,IRISH WHISKEY,THE SEXTON IRISH WHISKEY 750ML,750ML,0,33.99,,,46019,OutofStock,Mid-Range ($20-$50)
24,240820,CHILE,MIGUEL TORRES CORDILLERA DE LOS ANDES CARMN RESA ESP - 750ML,750ML,0,25.99,,,46019,OutofStock,Mid-Range ($20-$50)
